,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
2715,subunit,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2716,n-terminal,43,0,43,0.0,0,43,0.0,0.0,43,0,1.0,0.0,0,43,0.0,0.0
2717,assumptions,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2718,fold,1102,212,890,0.1924,171,931,0.1552,0.8066,1102,0,1.0,6.4444,40,1062,0.0363,0.2339
2719,precedes,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2720,apply,11,5,6,0.4545,5,6,0.4545,1.0,11,0,1.0,2.2,5,6,0.4545,1.0
2721,atomistic,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2722,opengrowth,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2723,sub-micromolar,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2724,alphaspace,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2725,citations,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2726,bitran,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2727,1485-1495,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2728,chérot,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2729,4171-4188,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2730,katigbak,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2731,1494-1508,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2732,-oh,42,1,41,0.0238,1,41,0.0238,1.0,42,0,1.0,42.0,1,41,0.0238,1.0
2733,meta,725,174,551,0.24,104,621,0.1434,0.5977,725,0,1.0,6.9712,97,628,0.1338,0.9327
2734,scifinder,5,1,4,0.2,1,4,0.2,1.0,5,0,1.0,5.0,1,4,0.2,1.0
2735,intermed,296,121,175,0.4088,82,214,0.277,0.6777,296,0,1.0,3.6098,82,214,0.277,1.0
2736,quinine,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2737,chéron,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2738,physiochemical,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2739,phosphorylation,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2740,in-vivo,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2741,dysfunction,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2742,nitrogenous,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2743,pyrazine-based,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2744,exceptional,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2745,understood,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2746,demonstrated,28,0,28,0.0,0,28,0.0,0.0,28,0,1.0,0.0,0,28,0.0,0.0
2747,attractive,513,4,509,0.0078,4,509,0.0078,1.0,513,0,1.0,128.25,4,509,0.0078,1.0
2748,s11696-018-0654-9,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2749,nontoxic,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2750,2fj,20,0,20,0.0,0,20,0.0,0.0,20,0,1.0,0.0,0,20,0.0,0.0
2751,c-c,19,0,19,0.0,0,19,0.0,0.0,19,0,1.0,0.0,0,19,0.0,0.0
2752,individual,79,10,69,0.1266,10,69,0.1266,1.0,79,0,1.0,7.9,1,78,0.0127,0.1
2753,hilgenfeld,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2754,dzif,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2755,germany,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2756,attribution,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2757,inspirational,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2758,exhibiting,41,0,41,0.0,0,41,0.0,0.0,41,0,1.0,0.0,0,41,0.0,0.0
2759,microbial,89,1,88,0.0112,0,89,0.0,0.0,89,0,1.0,0.0,0,89,0.0,0.0
2760,disease,69,2,67,0.029,2,67,0.029,1.0,69,0,1.0,34.5,0,69,0.0,0.0
2761,fragmnet,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2762,cas1517432-28-8n,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2763,suppliers,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2764,fch,11,0,11,0.0,0,11,0.0,0.0,11,0,1.0,0.0,0,11,0.0,0.0
2765,cas868-83-7,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2766,nmany,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2767,abcr,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2768,scientific,6,5,1,0.8333,4,2,0.6667,0.8,6,0,1.0,1.5,0,6,0.0,0.0
2769,acta,280,53,227,0.1893,34,246,0.1214,0.6415,280,0,1.0,8.2353,21,259,0.075,0.6176
2770,chimica,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2771,sinica,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2772,1311-1314,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2773,regioselective,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2774,bromination,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2775,orglett,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2776,recation,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2777,heck,182,20,162,0.1099,18,164,0.0989,0.9,182,0,1.0,10.1111,9,173,0.0495,0.5
2778,cas1187-59-3,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2779,fragemnet,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2780,lietraure,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2781,merger,108,1,107,0.0093,1,107,0.0093,1.0,108,0,1.0,108.0,1,107,0.0093,1.0
2782,066c4001-b6a3-47b7-83a4-5e7933997959,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2783,cys300,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2784,icm,18,0,18,0.0,0,18,0.0,0.0,18,0,1.0,0.0,0,18,0.0,0.0
2785,molsoft,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2786,llc,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2787,predictor,68,0,68,0.0,0,68,0.0,0.0,68,0,1.0,0.0,0,68,0.0,0.0
2788,covdock,25,12,13,0.48,12,13,0.48,1.0,25,0,1.0,2.0833,12,13,0.48,1.0
2789,p-p,299,39,260,0.1304,32,267,0.107,0.8205,299,0,1.0,9.3438,32,267,0.107,1.0
2790,cyclopropane,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2791,plos,19,13,6,0.6842,3,16,0.1579,0.2308,19,0,1.0,6.3333,0,19,0.0,0.0
2792,plosntds,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2793,pntd,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2794,mak-unk-b2c-4,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2795,quantum-based,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2796,builder,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2797,qsb,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2798,module,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2799,pharmacophore-based,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2800,subprogram,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2801,step-by-step,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2802,5rey,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
2803,5ren,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
2804,5rfg,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
2805,fragmentation,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2806,10k,43,2,41,0.0465,0,43,0.0,0.0,43,0,1.0,0.0,0,43,0.0,0.0
2807,consecutive,23,2,21,0.087,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2808,alternate,21,5,16,0.2381,3,18,0.1429,0.6,21,0,1.0,7.0,1,20,0.0476,0.3333
2809,stereocentre,26,0,26,0.0,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
2810,predictable,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2811,adjustments,14,4,10,0.2857,3,11,0.2143,0.75,14,0,1.0,4.6667,0,14,0.0,0.0
2812,chloroacetoamide,14,4,10,0.2857,3,11,0.2143,0.75,14,0,1.0,4.6667,0,14,0.0,0.0
2813,duckcov,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2814,cmdc,38,13,25,0.3421,13,25,0.3421,1.0,38,0,1.0,2.9231,13,25,0.3421,1.0
2815,platform,135,13,122,0.0963,13,122,0.0963,1.0,135,0,1.0,10.3846,13,122,0.0963,1.0
2816,covdock-lo,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2817,schrödinger,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2818,ci500118s,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2819,450k,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2820,compiled,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2821,ifp,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2822,highlighted,21,14,7,0.6667,14,7,0.6667,1.0,21,0,1.0,1.5,14,7,0.6667,1.0
2823,recurring,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2824,ph4,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2825,e166-o,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2826,e166-n,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2827,h163-ne2,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2828,frequent,20,12,8,0.6,12,8,0.6,1.0,20,0,1.0,1.6667,12,8,0.6,1.0
2829,htvs,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2830,translational,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2831,extent,32,15,17,0.4688,14,18,0.4375,0.9333,32,0,1.0,2.2857,14,18,0.4375,1.0
2832,dynamic,35,12,23,0.3429,12,23,0.3429,1.0,35,0,1.0,2.9167,12,23,0.3429,1.0
2833,undocking,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2834,nchem,19,12,7,0.6316,12,7,0.6316,1.0,19,0,1.0,1.5833,12,7,0.6316,1.0
2835,sake,5,5,0,1.0,5,0,1.0,1.0,5,0,1.0,1.0,5,0,1.0,1.0
2836,application,34,5,29,0.1471,5,29,0.1471,1.0,34,0,1.0,6.8,5,29,0.1471,1.0
2837,workflow,15,5,10,0.3333,5,10,0.3333,1.0,15,0,1.0,3.0,5,10,0.3333,1.0
2838,strict,63,12,51,0.1905,12,51,0.1905,1.0,63,0,1.0,5.25,6,57,0.0952,0.5
2839,rush,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2840,decent,28,0,28,0.0,0,28,0.0,0.0,28,0,1.0,0.0,0,28,0.0,0.0
2841,oxime,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2842,probis,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2843,time-constraints,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2844,mcs,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2845,mpro-x0387,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2846,mpro-x0946,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2847,chembl3937948,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2848,chembl2059095,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2849,chembl3690047,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2850,chembl1684519,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2851,restriction,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2852,construct,1164,11,1153,0.0095,4,1160,0.0034,0.3636,1164,0,1.0,291.0,0,1164,0.0,0.0
2853,molegro,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2854,docker,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2855,mvd,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2856,permeability,36,13,23,0.3611,5,31,0.1389,0.3846,36,0,1.0,7.2,1,35,0.0278,0.2
2857,biostability,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2858,realpv-000051523242,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2859,realpv-002045824567,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2860,realpv-000075146668,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2861,realpv-000006496640,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2862,realpv-002012910222,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2863,realpv-002045938854,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2864,brc,38,24,14,0.6316,7,31,0.1842,0.2917,38,0,1.0,5.4286,0,38,0.0,0.0
2865,realpv-002045866855,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2866,realpv-002034954482,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2867,molport046-524-365,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2868,realpv-000098404655,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2869,realpv-002045727683,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2870,realpv-002032287891,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2871,realpv-002006901178,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2872,realpv-002004216588,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2873,fc1,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2874,realpv-002002816146,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2875,realpv-002045639389,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2876,realpv-002045866790,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2877,realpv-000061775807,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2878,realpv-000005281048,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2879,realz2442610555,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2880,realpv-002009376810,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2881,realpv-002013544673,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2882,realpv-002045821025,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2883,realpv-002045832122,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2884,realpv-002014815907,25,11,14,0.44,4,21,0.16,0.3636,25,0,1.0,6.25,0,25,0.0,0.0
2885,chloroacetemide,16,2,14,0.125,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2886,cloroacetemide,16,2,14,0.125,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2887,ethynylpurine,16,2,14,0.125,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2888,denovo,3,1,2,0.3333,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2889,constant,13,2,11,0.1538,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2890,crude,6,1,5,0.1667,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2891,crystollagraphic,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2892,thereby,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2893,pyridinone-moiety,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2894,6y2g,115,2,113,0.0174,2,113,0.0174,1.0,115,0,1.0,57.5,2,113,0.0174,1.0
2895,pocket-connecting,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2896,putativley,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2897,ga-based,4,1,3,0.25,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2898,novo,93,3,90,0.0323,1,92,0.0108,0.3333,93,0,1.0,93.0,1,92,0.0108,1.0
2899,ga-driven,1,1,0,1.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2900,5rel,8,1,7,0.125,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2901,5rer,5,1,4,0.2,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2902,n_rot,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2903,n_atoms,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2904,sbdd,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2905,identity,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2906,octameric,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2907,3iwm,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2908,smith-waterman,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2909,protein-protein,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2910,rotary,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2911,0-6,68,61,7,0.8971,53,15,0.7794,0.8689,68,0,1.0,1.283,51,17,0.75,0.9623
2912,druglikeness,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2913,ghose,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2914,brenks,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2915,carcinogenicity,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2916,either-a-go-go,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2917,mutagenesis,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2918,feasibility,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2919,herg,14,4,10,0.2857,0,14,0.0,0.0,14,0,1.0,0.0,0,14,0.0,0.0
2920,pocketquery,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2921,zincpharmer,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2922,admetsar,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2923,freesoftware,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2924,harold,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2925,mateo,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2926,mojica,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2927,urrego,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2928,gesach,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2929,paula,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2930,andrea,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2931,jimenez,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2932,affiliated,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2933,national,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2934,university,217,26,191,0.1198,26,191,0.1198,1.0,217,0,1.0,8.3462,22,195,0.1014,0.8462
2935,colombia,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2936,pharmacy,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2937,tasimelteon,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2938,pubchem,35,9,26,0.2571,9,26,0.2571,1.0,35,0,1.0,3.8889,8,27,0.2286,0.8889
2939,chlorofluoroacetamide,3,2,1,0.6667,2,1,0.6667,1.0,3,0,1.0,1.5,0,3,0.0,0.0
2940,propiolamide,3,2,1,0.6667,2,1,0.6667,1.0,3,0,1.0,1.5,0,3,0.0,0.0
2941,acalabrutinib,3,2,1,0.6667,2,1,0.6667,1.0,3,0,1.0,1.5,0,3,0.0,0.0
2942,chloracetamide,106,7,99,0.066,7,99,0.066,1.0,106,0,1.0,15.1429,2,104,0.0189,0.2857
2943,non-warhead,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2944,diketone,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2945,nucleoplile,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2946,thiolate,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2947,abundant,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2948,sulfenic,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2949,predominates,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2950,encounter,10,3,7,0.3,3,7,0.3,1.0,10,0,1.0,3.3333,3,7,0.3,1.0
2951,moe,19,2,17,0.1053,2,17,0.1053,1.0,19,0,1.0,9.5,2,17,0.1053,1.0
2952,prep,304,19,285,0.0625,15,289,0.0493,0.7895,304,0,1.0,20.2667,7,297,0.023,0.4667
2953,protonate,32,3,29,0.0938,2,30,0.0625,0.6667,32,0,1.0,16.0,2,30,0.0625,1.0
2954,deprotonated,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2955,abundance,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2956,local,31,2,29,0.0645,0,31,0.0,0.0,31,0,1.0,0.0,0,31,0.0,0.0
2957,fluoro-phenyl,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2958,alpha-keto-amide,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2959,13g,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2960,peptide-like,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2961,workd,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2962,emphasis,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2963,mpro-x0397,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2964,mpro-x01093,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
