,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
2965,nchem,19,12.0,7.0,0.6316,12.0,7.0,0.6316,1.0,0.0,19.0,0.0,0.0,12.0,7.0,0.6316,1.0
2966,focusing,19,12.0,7.0,0.6316,12.0,7.0,0.6316,1.0,0.0,19.0,0.0,0.0,12.0,7.0,0.6316,1.0
2967,established,19,12.0,7.0,0.6316,12.0,7.0,0.6316,1.0,0.0,19.0,0.0,0.0,12.0,7.0,0.6316,1.0
2968,sake,5,5.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0
2969,application,28,5.0,23.0,0.1786,5.0,23.0,0.1786,1.0,0.0,28.0,0.0,0.0,5.0,23.0,0.1786,1.0
2970,proposals,15,5.0,10.0,0.3333,5.0,10.0,0.3333,1.0,0.0,15.0,0.0,0.0,5.0,10.0,0.3333,1.0
2971,applying,5,5.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0
2972,workflow,15,5.0,10.0,0.3333,5.0,10.0,0.3333,1.0,0.0,15.0,0.0,0.0,5.0,10.0,0.3333,1.0
2973,strict,32,11.0,21.0,0.3438,11.0,21.0,0.3438,1.0,0.0,32.0,0.0,0.0,11.0,21.0,0.3438,1.0
2974,rush,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2975,anything,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2976,decent,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2977,x1358,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
2978,oxime,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2979,purposes,19,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
2980,investigated,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
2981,probis,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2982,time-constraints,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2983,mcs,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2984,mpro-x0387,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2985,mpro-x0946,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2986,estimations,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2987,ids,204,28.0,176.0,0.1373,26.0,178.0,0.1275,0.9286,3.0,201.0,0.0147,0.1154,26.0,178.0,0.1275,1.0
2988,chembl3937948,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2989,chembl2059095,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2990,chembl3690047,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2991,chembl1684519,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2992,restriction,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
2993,construct,1164,11.0,1153.0,0.0095,4.0,1160.0,0.0034,0.3636,0.0,1164.0,0.0,0.0,4.0,1160.0,0.0034,1.0
2994,molegro,25,11.0,14.0,0.44,4.0,21.0,0.16,0.3636,0.0,25.0,0.0,0.0,4.0,21.0,0.16,1.0
2995,docker,25,11.0,14.0,0.44,4.0,21.0,0.16,0.3636,0.0,25.0,0.0,0.0,4.0,21.0,0.16,1.0
2996,mvd,25,11.0,14.0,0.44,4.0,21.0,0.16,0.3636,0.0,25.0,0.0,0.0,4.0,21.0,0.16,1.0
2997,chloroacetemide,16,2.0,14.0,0.125,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
2998,cloroacetemide,16,2.0,14.0,0.125,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
2999,ethynylpurine,16,2.0,14.0,0.125,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3000,denovo,3,1.0,2.0,0.3333,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3001,constant,12,2.0,10.0,0.1667,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
3002,portions,12,3.0,9.0,0.25,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
3003,crude,6,1.0,5.0,0.1667,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3004,crystollagraphic,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3005,thereby,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3006,maintaining,21,3.0,18.0,0.1429,3.0,18.0,0.1429,1.0,0.0,21.0,0.0,0.0,3.0,18.0,0.1429,1.0
3007,pyridinone-moiety,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3008,6y2g,115,20.0,95.0,0.1739,20.0,95.0,0.1739,1.0,0.0,115.0,0.0,0.0,20.0,95.0,0.1739,1.0
3009,pocket-connecting,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3010,putativley,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3011,ga-based,4,1.0,3.0,0.25,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
3012,novo,93,2.0,91.0,0.0215,0.0,93.0,0.0,0.0,1.0,92.0,0.0108,0.0,0.0,93.0,0.0,0.0
3013,ga-driven,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3014,5rel,8,1.0,7.0,0.125,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
3015,5rer,5,1.0,4.0,0.2,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3016,n_rot,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3017,n_atoms,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3018,sbdd,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3019,identity,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3020,octameric,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3021,3iwm,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3022,smith-waterman,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3023,protein-protein,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3024,rotary,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3025,0-6,42,36.0,6.0,0.8571,13.0,29.0,0.3095,0.3611,1.0,41.0,0.0238,0.0769,13.0,29.0,0.3095,1.0
3026,pains,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3027,druglikeness,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3028,ghose,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3029,alerts,89,27.0,62.0,0.3034,25.0,64.0,0.2809,0.9259,3.0,86.0,0.0337,0.12,25.0,64.0,0.2809,1.0
3030,brenks,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3031,carcinogenicity,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3032,either-a-go-go,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3033,mutagenesis,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3034,feasibility,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3035,herg,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3036,bioisosters,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3037,pocketquery,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3038,zincpharmer,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3039,admetsar,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3040,freesoftware,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3041,tasimelteon,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3042,excellently,3,2.0,1.0,0.6667,2.0,1.0,0.6667,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.6667,1.0
3043,oriented,3,2.0,1.0,0.6667,2.0,1.0,0.6667,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.6667,1.0
3044,chlorofluoroacetamide,3,2.0,1.0,0.6667,2.0,1.0,0.6667,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.6667,1.0
3045,propiolamide,3,2.0,1.0,0.6667,2.0,1.0,0.6667,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.6667,1.0
3046,acalabrutinib,3,2.0,1.0,0.6667,2.0,1.0,0.6667,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.6667,1.0
3047,chloracetamide,106,4.0,102.0,0.0377,4.0,102.0,0.0377,1.0,2.0,104.0,0.0189,0.5,4.0,102.0,0.0377,1.0
3048,mergings,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3049,non-warhead,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3050,diketone,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3051,nucleoplile,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3052,thiolate,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3053,abundant,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3054,oxidized,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3055,sulfenic,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3056,predominates,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3057,non-covalently,9,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
3058,encounter,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3059,modeled,8,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
3060,moe,11,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
3061,prep,256,35.0,221.0,0.1367,32.0,224.0,0.125,0.9143,0.0,256.0,0.0,0.0,32.0,224.0,0.125,1.0
3062,protonate,21,1.0,20.0,0.0476,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0
3063,deprotonated,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3064,abundance,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3065,local,31,2.0,29.0,0.0645,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0
3066,prioritized,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3067,fluoro-phenyl,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
3068,alpha-keto-amide,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3069,13g,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3070,chemically,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3071,peptide-like,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3072,workd,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3073,α-ketoamide,4,1.0,3.0,0.25,1.0,3.0,0.25,1.0,0.0,4.0,0.0,0.0,1.0,3.0,0.25,1.0
3074,emphasis,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3075,mpro-x0397,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3076,mpro-x01093,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3077,copper,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
3078,non-competitive,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
3079,distance,29,3.0,26.0,0.1034,1.0,28.0,0.0345,0.3333,0.0,29.0,0.0,0.0,1.0,28.0,0.0345,1.0
3080,enabling,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3081,tightly,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
3082,histidine-163,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3083,acid-166,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3084,alcohol,17,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0
3085,serine-46,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3086,histidine-41,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3087,threonine-190,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3088,quinolone,63,28.0,35.0,0.4444,21.0,42.0,0.3333,0.75,3.0,60.0,0.0476,0.1429,21.0,42.0,0.3333,1.0
3089,precursors,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3090,interfere,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
3091,integrase,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3092,co-factor,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3093,mechanism,12,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
3094,chelation,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3095,fluoroquinolones,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3096,well-known,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3097,anti-biotics,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3098,trap,26,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0
3099,electronegativity,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3100,nucleus,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3101,drag,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3102,electron,109,25.0,84.0,0.2294,23.0,86.0,0.211,0.92,0.0,109.0,0.0,0.0,23.0,86.0,0.211,1.0
3103,negatively,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3104,charged,19,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
3105,arom-alyphatic,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3106,x1077_0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3107,cysteine-44,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3108,threonine-25,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3109,glycine-143,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3110,cysteine-145,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3111,hydroxyl,9,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
3112,histidine-164,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3113,isoxazole,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3114,mpro-x0104,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3115,engulfs,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3116,increasing,28,1.0,27.0,0.0357,1.0,27.0,0.0357,1.0,0.0,28.0,0.0,0.0,1.0,27.0,0.0357,1.0
3117,rcoo-,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3118,amphiphile,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3119,increased,24,5.0,19.0,0.2083,3.0,21.0,0.125,0.6,0.0,24.0,0.0,0.0,3.0,21.0,0.125,1.0
3120,effectively,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3121,autodockvina,47,1.0,46.0,0.0213,1.0,46.0,0.0213,1.0,0.0,47.0,0.0,0.0,1.0,46.0,0.0213,1.0
3122,aromaticity,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3123,wal-wab-9cb-1,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3124,wal-wab-9cb-2,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3125,independent,144,6.0,138.0,0.0417,3.0,141.0,0.0208,0.5,1.0,143.0,0.0069,0.3333,3.0,141.0,0.0208,1.0
3126,ff14sb,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3127,gaff2,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3128,forcefields,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3129,tip3p,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3130,repartitioning,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3131,timestep,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3132,angstrom,14,3.0,11.0,0.2143,3.0,11.0,0.2143,1.0,1.0,13.0,0.0714,0.3333,3.0,11.0,0.2143,1.0
3133,buffer,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3134,neutralizing,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3135,saturate,53,4.0,49.0,0.0755,0.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0
3136,delete,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3137,amidoethyl,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3138,6-ring,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3139,stereochemical,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3140,gap,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
3141,characteristics,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3142,cov-2,264,33.0,231.0,0.125,26.0,238.0,0.0985,0.7879,4.0,260.0,0.0152,0.1538,26.0,238.0,0.0985,1.0
3143,fulfill,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3144,mimics,38,16.0,22.0,0.4211,10.0,28.0,0.2632,0.625,3.0,35.0,0.0789,0.3,10.0,28.0,0.2632,1.0
3145,tryptophan,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3146,resides,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3147,tighten,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3148,sidehcinas,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3149,rotated,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3150,flipped,16,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
3151,oportunities,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3152,x107,122,0.0,122.0,0.0,0.0,122.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,122.0,0.0,0.0
3153,methylamine,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3154,methylhydroxyl,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3155,respectively,19,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
3156,guidelines,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3157,limits,12,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
3158,max_atoms,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3159,max_rotbonds,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
